100000  700000
287  56107  53
287  46331  68
287  46601  37
287  63617  16
287  24447  100
287  51678  13
287  10481  37
288  53125  11
288  50588  55
288  24936  24
288  19432  74
288  89778  58
288  83895  17
288  52666  72
289  54013  77
289  95326  8
289  24210  76
289  91451  93
289  35607  64
289  81189  30
289  82201  37
290  42004  16
290  64032  76
290  69198  9
290  61697  10
290  11717  78
290  86676  25
290  64558  20
291  35093  45
291  42658  16
291  94973  55
291  37226  68
291  17138  49
291  3797  71
291  63537  14
292  60643  42
292  9679  4
292  50982  63
292  50220  9
292  36712  77
292  96183  68
292  92424  69
293  91121  52
293  64421  50
293  56663  25
293  14292  66
293  75772  30
293  68870  74
293  2384  28
294  64569  89
294  98012  31
294  43625  58
294  94640  60
294  80661  80
294  6625  78
294  93687  2
295  95866  33
295  25748  63
295  42292  80
295  12992  1
295  76688  32
295  38624  19
295  66036  11
296  37225  20
296  62558  93
296  78265  77
296  77906  37
296  73432  67
296  18493  27
296  75921  78
297  97405  86
297  31308  6
297  50413  7
297  71572  19
297  87895  82
297  64070  34
297  55072  82
298  8587  63
298  64801  20
298  96142  80
298  69110  86
298  50380  83
298  1981  57
298  89020  95
299  3487  60
299  61123  64
299  41384  31
299  55729  51
299  63600  66
299  598  40
299  43684  14
300  63554  93
300  66825  54
300  85714  96
300  35012  21
300  2570  44
300  77569  68
300  56152  11
301  55316  65
301  27392  50
301  63541  88
301  38024  45
301  82539  22
301  42068  53
301  42753  13
302  55457  63
302  70552  85
302  96301  17
302  18028  18
302  89221  9
302  3111  62
302  24091  64
303  54091  59
303  96505  33
303  22743  74
303  7811  12
303  10258  54
303  23015  73
303  98901  8
304  68022  39
304  88761  82
304  88035  38
304  84883  42
304  49511  34
304  40638  5
304  77110  92
305  91450  61
305  17072  37
305  67960  50
305  5476  26
305  388  29
305  21881  8
305  30956  73
306  13008  24
306  40998  63
306  93713  15
306  74239  97
306  39420  48
306  67864  75
306  70559  70
307  25133  13
307  20068  80
307  50723  67
307  77449  55
307  21264  85
307  82648  80
307  24601  38
308  90824  21
308  4612  56
308  85139  46
308  90220  10
308  46778  44
308  57709  93
308  4277  50
309  40003  53
309  71014  72
309  95875  72
309  89105  2
309  12187  92
309  54201  23
309  71216  65
310  27958  72
310  79414  83
310  25878  86
310  42351  59
310  35871  55
310  24410  6
310  62211  75
311  77792  59
311  26067  78
311  13984  72
311  83716  34
311  13492  59
311  77222  45
311  54684  19
312  49174  86
312  33441  85
312  5028  62
312  11029  7
312  88616  74
312  34015  32
312  67355  13
313  28933  13
313  99140  80
313  21113  58
313  50819  2
313  78048  36
313  94188  26
313  97994  60
314  4934  54
314  2408  8
314  22253  94
314  98691  70
314  91034  36
314  52824  77
314  74162  19
315  55316  50
315  81780  33
315  803  89
315  15936  57
315  75606  23
315  20235  47
315  43405  76
316  38794  21
316  20849  99
316  93188  47
316  9298  68
316  57421  40
316  30174  100
316  58117  6
317  70657  65
317  44535  1
317  84418  62
317  84657  1
317  16430  100
317  55605  89
317  63328  61
318  81197  35
318  85483  54
318  44649  2
318  51905  41
318  24437  51
318  8023  85
318  49682  20
319  89373  2
319  28791  44
319  30370  75
319  95780  9
319  92586  86
319  94323  12
319  80079  88
320  68003  76
320  65622  83
320  1917  94
320  58671  61
320  98282  76
320  47913  64
320  93552  29
321  22049  88
321  17258  90
321  51091  6
321  8090  6
321  8490  86
321  94768  37
321  86106  24
322  76360  37
322  68889  35
322  76452  33
322  59667  89
322  98536  16
322  5770  98
322  52088  87
323  66391  91
323  8170  53
323  97297  56
323  99802  1
323  93891  35
323  1595  1
323  98875  89
324  62287  26
324  72354  92
324  87869  76
324  46421  82
324  1500  86
324  24796  20
324  84852  96
325  83140  96
325  94670  46
325  67799  95
325  62180  48
325  80744  97
325  40927  64
325  90946  27
326  71772  20
326  60986  20
326  21481  80
326  71735  27
326  93048  59
326  4625  97
326  28474  99
327  21992  54
327  33540  1
327  70531  7
327  39661  29
327  10939  1
327  65611  29
327  25059  88
328  40195  53
328  68981  57
328  67699  16
328  14056  23
328  50344  60
328  44450  29
328  12101  71
329  49066  93
329  85890  67
329  8593  53
329  74158  25
329  11491  88
329  84206  32
329  74690  57
330  79339  91
330  95751  68
330  29197  92
330  51945  17
330  10234  59
330  19863  67
330  16320  33
331  67403  19
331  81978  82
331  97194  90
331  73948  72
331  58850  48
331  8342  66
331  62680  15
332  2400  61
332  52267  28
332  6772  95
332  22018  42
332  87996  16
332  47098  75
332  53852  75
333  80447  18
333  96380  67
333  55080  2
333  11998  53
333  61238  51
333  63871  32
333  68015  69
334  78198  92
334  29879  14
334  49220  30
334  37913  4
334  67537  99
334  59690  87
334  94110  44
335  63796  100
335  86205  76
335  49734  5
335  21262  64
335  12862  23
335  452  62
335  14443  63
336  10489  86
336  22204  75
336  66519  57
336  10297  79
336  85512  38
336  72537  90
336  30761  21
337  11178  99
337  27819  98
337  5481  39
337  48736  63
337  23904  41
337  91393  77
337  60475  27
338  95735  65
338  20148  44
338  41893  77
338  24364  69
338  49091  17
338  82797  54
338  40861  58
339  2278  59
339  44366  95
339  84539  31
339  70914  28
339  28012  52
339  38047  49
339  57583  27
340  87172  9
340  28679  74
340  42706  16
340  14643  23
340  73191  19
340  37285  51
340  72945  70
341  15611  98
341  92903  54
341  15461  43
341  30892  57
341  24158  37
341  90690  27
341  44459  58
342  5402  41
342  29013  68
342  71549  14
342  89424  33
342  91376  37
342  44572  98
342  49655  42
343  44522  38
343  7573  82
343  17847  37
343  20633  46
343  65692  25
343  8770  42
343  85182  19
344  17184  78
344  63394  69
344  94609  91
344  17521  48
344  4607  16
344  50042  40
344  59736  34
345  21295  17
345  71436  71
345  75877  97
345  12964  41
345  74492  92
345  67852  90
345  11881  86
346  24918  18
346  20624  3
346  71430  9
346  78151  68
346  32387  33
346  80340  89
346  26416  30
347  64793  1
347  31605  13
347  62308  40
347  76778  8
347  10386  77
347  10415  61
347  44123  36
348  21510  98
348  17194  87
348  10177  14
348  53064  43
348  35202  78
348  3572  93
348  90985  96
349  77112  94
349  86680  78
349  28440  20
349  94750  41
349  33876  56
349  9834  35
349  51166  83
350  39249  22
350  8308  68
350  76604  45
350  50031  79
350  19451  52
350  14096  67
350  82596  66
351  58059  85
351  71615  57
351  21011  49
351  45244  56
351  11163  58
351  63745  63
351  18287  58
352  17786  96
352  32858  100
352  62178  37
352  50231  85
352  27948  72
352  93097  7
352  58094  54
353  54884  56
353  74139  81
353  11706  16
353  80834  35
353  34948  90
353  35195  84
353  35704  1
354  39920  6
354  11115  75
354  11665  96
354  89439  94
354  25821  6
354  80836  50
354  70815  9
355  43130  34
355  49184  37
355  67241  83
355  12637  7
355  88179  5
355  64647  5
355  708  25
356  48984  45
356  96920  52
356  1307  89
356  59020  93
356  66618  93
356  32753  81
356  30121  82
357  29923  97
357  75302  94
357  69839  54
357  80175  98
357  94870  60
357  64562  56
357  60115  20
358  7208  28
358  55259  67
358  77702  74
358  19302  84
358  36313  77
358  67989  86
358  75270  10
359  8267  100
359  99965  1
359  11896  3
359  43925  19
359  67312  57
359  87435  1
359  37574  85
360  90395  24
360  84570  68
360  172  46
360  46177  36
360  82198  42
360  69277  55
360  66389  4
361  78696  38
361  18246  59
361  5990  5
361  88248  15
361  39484  62
361  32914  26
361  76355  61
362  98777  72
362  89780  71
362  27800  22
362  67593  89
362  38890  38
362  92280  13
362  96698  28
363  93016  97
363  52024  47
363  14160  63
363  73969  69
363  32662  39
363  32169  12
363  63583  32
364  77896  100
364  54324  27
364  31198  10
364  57368  17
364  81991  30
364  56170  79
364  53810  2
365  73790  67
365  56041  50
365  68219  15
365  44776  42
365  38364  21
365  80765  77
365  2210  94
366  92835  46
366  16121  81
366  67655  4
366  5679  44
366  56189  79
366  88516  85
366  11296  84
367  66608  10
367  44834  86
367  57697  38
367  46214  88
367  24561  26
367  28146  17
367  60275  52
368  9969  67
368  88331  54
368  17805  42
368  28864  40
368  86991  38
368  4771  41
368  45352  86
369  79272  27
369  81223  64
369  74225  7
369  96892  52
369  4306  5
369  87962  9
369  58252  98
370  39049  65
370  60127  9
370  33625  55
370  43789  46
370  68592  19
370  16223  20
370  41169  83
371  37090  49
371  28783  44
371  68975  8
371  227  96
371  96947  16
371  36505  31
371  79405  51
372  1515  85
372  83414  25
372  87894  18
372  68063  14
372  14160  64
372  43896  65
372  28818  31
373  7863  47
373  33614  91
373  68520  60
373  28335  74
373  96899  8
373  80783  82
373  83873  59
374  82688  63
374  10385  47
374  76243  54
374  84985  70
374  93988  63
374  57050  17
374  17042  53
375  8038  85
375  188  44
375  20701  14
375  99150  37
375  44554  62
375  79498  83
375  81477  29
376  64484  10
376  81169  47
376  9276  57
376  99681  99
376  71655  62
376  38070  84
376  79579  87
377  58118  95
377  84062  82
377  98532  83
377  65990  82
377  23217  45
377  91809  18
377  87749  96
378  36860  29
378  91582  92
378  97482  78
378  64809  59
378  89657  13
378  61462  97
378  58013  39
379  80052  51
379  49970  38
379  14711  27
379  70892  38
379  63521  97
379  15422  4
379  35090  30
380  83680  45
380  61049  95
380  35189  4
380  56934  30
380  43870  34
380  84274  15
380  6885  22
381  45471  56
381  98258  83
381  58515  29
381  96749  15
381  8692  98
381  30205  48
381  70418  75
382  67215  37
382  22987  21
382  72776  80
382  7175  17
382  34654  37
382  9253  73
382  50363  4
383  59065  99
383  67540  19
383  10808  61
383  83812  53
383  42623  3
383  57577  47
383  14921  43
384  40296  2
384  10365  83
384  78992  93
384  59799  86
384  64497  63
384  4542  7
384  52773  77
385  17474  4
385  33097  32
385  76055  51
385  32370  58
385  69852  63
385  13593  65
385  61700  59
386  26479  79
386  37208  68
386  922  86
386  96370  57
386  71451  79
386  21211  6
386  30640  58
387  71141  18
387  16484  86
387  44635  41
387  46821  96
387  49382  54
387  14920  72
387  34729  93
388  49929  7
388  58187  27
388  20764  77
388  13962  57
388  4163  54
388  68640  68
388  1061  83
389  75701  31
389  6821  35
389  8470  41
389  89413  60
389  93568  24
389  36126  35
389  27420  68
390  58146  11
390  37021  31
390  84837  34
390  67547  71
390  76761  60
390  64444  72
390  64122  98
391  27911  2
391  24944  86
391  29754  54
391  16382  64
391  12622  21
391  95512  11
391  15368  10
392  67965  66
392  31598  7
392  16368  9
392  11310  62
392  84458  36
392  34046  54
392  5113  41
393  55484  35
393  14266  32
393  96576  36
393  6205  84
393  98416  1
393  47487  65
393  62132  60
394  3636  80
394  69653  20
394  75859  30
394  33470  91
394  75893  33
394  95844  66
394  18994  15
395  28873  57
395  14072  46
395  95728  99
395  16462  16
395  42979  13
395  82332  72
395  13711  13
396  31133  80
396  74824  80
396  73870  29
396  96242  46
396  28710  92
396  38844  54
396  59647  87
397  72048  27
397  68507  13
397  79305  59
397  79904  42
397  75611  58
397  35849  92
397  99257  95
398  91238  14
398  68114  33
398  18567  55
398  8355  67
398  24291  73
398  25320  70
398  70995  32
399  73326  10
399  8369  7
399  67715  63
399  99068  39
399  53739  93
399  64320  44
399  87627  35
400  50607  51
400  86627  61
400  40570  92
400  13816  72
400  13967  42
400  88840  85
400  37113  26
401  93662  41
401  91120  7
401  80041  97
401  48342  60
401  76811  73
401  6314  68
401  8043  15
402  99297  43
402  44928  94
402  87879  45
402  55065  9
402  8292  17
402  75898  74
402  94681  89
403  25691  13
403  66562  54
403  80642  72
403  13631  34
403  99159  40
403  18017  4
403  94674  74
404  23712  70
404  57508  24
404  28582  36
404  67110  40
404  41906  64
404  37927  53
404  22548  89
405  88585  87
405  60970  100
405  37012  35
405  49014  41
405  5697  79
405  66253  43
405  31385  2
406  67838  41
406  64126  44
406  51344  57
406  11275  35
406  80063  59
406  37030  23
406  88507  93
407  86065  64
407  5602  76
407  67586  41
407  83124  89
407  68915  96
407  76460  100
407  64196  11
408  15682  34
408  3147  50
408  47537  92
408  58569  82
408  21040  81
408  48479  59
408  95064  8
409  90141  76
409  28069  61
409  59891  36
409  15156  54
409  47695  45
409  69869  47
409  61662  27
410  44827  30
410  86390  85
410  70626  11
410  71078  15
410  44169  51
410  54832  94
410  91339  5
411  34429  73
411  21502  66
411  94680  27
411  3294  63
411  69459  33
411  83017  42
411  40417  91
412  10890  46
412  61733  52
412  69730  34
412  38674  96
412  94596  74
412  48282  49
412  77551  16
413  16050  23
413  63988  66
413  90841  68
413  83874  66
413  18024  37
413  78709  53
413  61218  15
414  96834  40
414  93435  61
414  25087  68
414  29422  50
414  67082  80
414  60871  11
414  20001  8
415  55465  82
415  10830  35
415  2280  15
415  63423  24
415  13139  6
415  83613  53
415  81327  80
416  98734  95
416  72398  73
416  59672  32
416  61192  53
416  40043  13
416  99461  95
416  45377  40
417  90887  85
417  35383  8
417  66969  3
417  14518  35
417  24025  77
417  69688  78
417  54992  33
418  24571  25
418  67658  97
418  11783  97
418  92897  32
418  98110  28
418  71823  57
418  7199  67
419  13752  38
419  26501  63
419  81261  2
419  72056  29
419  87121  66
419  96502  54
419  65155  58
420  95773  27
420  88909  1
420  3296  97
420  30578  52
420  69102  85
420  81144  65
420  67784  64
421  69280  61
421  87854  40
421  11528  66
421  10141  61
421  95386  3
421  16011  64
421  84233  11
422  99128  85
422  12104  23
422  35015  88
422  57147  77
422  32773  87
422  14857  59
422  63117  5
423  55920  75
423  10129  95
423  58139  23
423  60967  63
423  48277  85
423  60172  80
423  28061  97
424  44357  74
424  97456  25
424  69458  64
424  9874  44
424  72736  44
424  45862  36
424  16459  83
425  39935  82
425  41362  74
425  27723  95
425  57584  32
425  67718  20
425  61247  97
425  30163  76
426  58390  44
426  73244  84
426  421  18
426  93365  21
426  65956  39
426  6587  56
426  50321  1
427  36351  96
427  34318  42
427  52129  86
427  33716  38
427  96813  29
427  99630  53
427  76134  72
428  8987  79
428  8735  31
428  1053  66
428  66349  40
428  38776  24
428  39410  84
428  22706  43
429  19159  27
429  92126  58
429  79516  39
429  59745  3
429  25792  62
429  41128  22
429  93201  89
430  75617  52
430  67394  48
430  48410  6
430  8872  25
430  72948  92
430  31897  67
430  64819  60
431  27519  30
431  12803  26
431  74062  43
431  70805  81
431  75359  45
431  11300  15
431  95525  76
432  23438  40
432  24909  84
432  27952  85
432  22555  100
432  40396  80
432  35505  24
432  31191  19
433  41155  19
433  21762  14
433  60341  39
433  11443  12
433  60911  37
433  643  74
433  28682  41
434  91126  81
434  46010  78
434  4924  76
434  12411  66
434  98326  66
434  39614  13
434  7870  76
435  72208  84
435  75147  48
435  54927  65
435  28275  29
435  15317  7
435  71923  12
435  86223  82
436  99170  41
436  19414  33
436  82292  41
436  94391  14
436  27760  47
436  5517  8
436  36552  59
437  87421  10
437  69321  57
437  14201  69
437  91640  96
437  2241  37
437  40570  25
437  42390  46
438  75818  6
438  28641  99
438  10398  74
438  59547  68
438  24686  89
438  48799  81
438  20675  14
439  45023  38
439  5284  29
439  79515  64
439  38759  43
439  27785  41
439  21646  88
439  91720  13
440  21048  100
440  88251  9
440  36377  7
440  82777  94
440  24493  76
440  4824  54
440  19451  88
441  45826  39
441  50224  64
441  22665  59
441  95249  86
441  2264  21
441  50625  31
441  41501  94
442  74394  69
442  11505  70
